:START_ID,:END_ID,:TYPE
d_29420_9,icd_294_v9,BELONGS_TO_CATEGORY
d_9986_9,icd_998_v9,BELONGS_TO_CATEGORY
d_42842_9,icd_428_v9,BELONGS_TO_CATEGORY
d_56722_9,icd_567_v9,BELONGS_TO_CATEGORY
d_5579_9,icd_557_v9,BELONGS_TO_CATEGORY
d_42833_9,icd_428_v9,BELONGS_TO_CATEGORY
d_V4572_9,icd_V45_v9,BELONGS_TO_CATEGORY
d_4380_9,icd_438_v9,BELONGS_TO_CATEGORY
d_99830_9,icd_998_v9,BELONGS_TO_CATEGORY
d_53012_9,icd_530_v9,BELONGS_TO_CATEGORY
d_V552_9,icd_V55_v9,BELONGS_TO_CATEGORY
d_V5832_9,icd_V58_v9,BELONGS_TO_CATEGORY
d_2800_9,icd_280_v9,BELONGS_TO_CATEGORY
d_53290_9,icd_532_v9,BELONGS_TO_CATEGORY
d_7850_9,icd_785_v9,BELONGS_TO_CATEGORY
d_53190_9,icd_531_v9,BELONGS_TO_CATEGORY
d_55329_9,icd_553_v9,BELONGS_TO_CATEGORY
d_5570_9,icd_557_v9,BELONGS_TO_CATEGORY
d_514_9,icd_514_v9,BELONGS_TO_CATEGORY
d_78838_9,icd_788_v9,BELONGS_TO_CATEGORY
d_78552_9,icd_785_v9,BELONGS_TO_CATEGORY
d_3898_9,icd_389_v9,BELONGS_TO_CATEGORY
d_85201_9,icd_852_v9,BELONGS_TO_CATEGORY
d_412_9,icd_412_v9,BELONGS_TO_CATEGORY
d_81342_9,icd_813_v9,BELONGS_TO_CATEGORY
d_5853_9,icd_585_v9,BELONGS_TO_CATEGORY
d_2819_9,icd_281_v9,BELONGS_TO_CATEGORY
d_V4502_9,icd_V45_v9,BELONGS_TO_CATEGORY
d_30501_9,icd_305_v9,BELONGS_TO_CATEGORY
d_3682_9,icd_368_v9,BELONGS_TO_CATEGORY
d_42822_9,icd_428_v9,BELONGS_TO_CATEGORY
d_78729_9,icd_787_v9,BELONGS_TO_CATEGORY
d_78900_9,icd_789_v9,BELONGS_TO_CATEGORY
d_587_9,icd_587_v9,BELONGS_TO_CATEGORY
d_V4512_9,icd_V45_v9,BELONGS_TO_CATEGORY
d_30393_9,icd_303_v9,BELONGS_TO_CATEGORY
d_V4511_9,icd_V45_v9,BELONGS_TO_CATEGORY
d_5781_9,icd_578_v9,BELONGS_TO_CATEGORY
d_28521_9,icd_285_v9,BELONGS_TO_CATEGORY
d_5856_9,icd_585_v9,BELONGS_TO_CATEGORY
d_V1581_9,icd_V15_v9,BELONGS_TO_CATEGORY
d_79319_9,icd_793_v9,BELONGS_TO_CATEGORY
d_34839_9,icd_348_v9,BELONGS_TO_CATEGORY
d_C7B8_10,icd_C7B_v10,BELONGS_TO_CATEGORY
d_Z9981_10,icd_Z99_v10,BELONGS_TO_CATEGORY
d_Z515_10,icd_Z51_v10,BELONGS_TO_CATEGORY
d_J910_10,icd_J91_v10,BELONGS_TO_CATEGORY
d_E883_10,icd_E88_v10,BELONGS_TO_CATEGORY
d_R410_10,icd_R41_v10,BELONGS_TO_CATEGORY
d_N189_10,icd_N18_v10,BELONGS_TO_CATEGORY
d_F4310_10,icd_F43_v10,BELONGS_TO_CATEGORY
d_Z85048_10,icd_Z85_v10,BELONGS_TO_CATEGORY
d_C7A8_10,icd_C7A_v10,BELONGS_TO_CATEGORY
d_J9621_10,icd_J96_v10,BELONGS_TO_CATEGORY
d_N170_10,icd_N17_v10,BELONGS_TO_CATEGORY
d_42732_9,icd_427_v9,BELONGS_TO_CATEGORY
d_4400_9,icd_440_v9,BELONGS_TO_CATEGORY
d_V153_9,icd_V15_v9,BELONGS_TO_CATEGORY
d_V5863_9,icd_V58_v9,BELONGS_TO_CATEGORY
d_V1006_9,icd_V10_v9,BELONGS_TO_CATEGORY
d_04110_9,icd_041_v9,BELONGS_TO_CATEGORY
d_V8531_9,icd_V85_v9,BELONGS_TO_CATEGORY
d_7847_9,icd_784_v9,BELONGS_TO_CATEGORY
d_R310_10,icd_R31_v10,BELONGS_TO_CATEGORY
d_Z86718_10,icd_Z86_v10,BELONGS_TO_CATEGORY
d_A047_10,icd_A04_v10,BELONGS_TO_CATEGORY
d_X58XXXA_10,icd_X58_v10,BELONGS_TO_CATEGORY
d_Y92239_10,icd_Y92_v10,BELONGS_TO_CATEGORY
d_I509_10,icd_I50_v10,BELONGS_TO_CATEGORY
d_R570_10,icd_R57_v10,BELONGS_TO_CATEGORY
d_E118_10,icd_E11_v10,BELONGS_TO_CATEGORY
d_S3730XA_10,icd_S37_v10,BELONGS_TO_CATEGORY
d_T45515A_10,icd_T45_v10,BELONGS_TO_CATEGORY
d_I480_10,icd_I48_v10,BELONGS_TO_CATEGORY
d_I252_10,icd_I25_v10,BELONGS_TO_CATEGORY
d_K2960_10,icd_K29_v10,BELONGS_TO_CATEGORY
d_B9681_10,icd_B96_v10,BELONGS_TO_CATEGORY
d_R578_10,icd_R57_v10,BELONGS_TO_CATEGORY
d_5187_9,icd_518_v9,BELONGS_TO_CATEGORY
d_5723_9,icd_572_v9,BELONGS_TO_CATEGORY
d_V1001_9,icd_V10_v9,BELONGS_TO_CATEGORY
d_7885_9,icd_788_v9,BELONGS_TO_CATEGORY
d_25541_9,icd_255_v9,BELONGS_TO_CATEGORY
d_27669_9,icd_276_v9,BELONGS_TO_CATEGORY
d_7824_9,icd_782_v9,BELONGS_TO_CATEGORY
d_4561_9,icd_456_v9,BELONGS_TO_CATEGORY
d_53789_9,icd_537_v9,BELONGS_TO_CATEGORY
d_E9347_9,icd_E93_v9,BELONGS_TO_CATEGORY
d_7994_9,icd_799_v9,BELONGS_TO_CATEGORY
d_78606_9,icd_786_v9,BELONGS_TO_CATEGORY
d_56723_9,icd_567_v9,BELONGS_TO_CATEGORY
d_5370_9,icd_537_v9,BELONGS_TO_CATEGORY
d_V7283_9,icd_V72_v9,BELONGS_TO_CATEGORY
d_2869_9,icd_286_v9,BELONGS_TO_CATEGORY
d_V667_9,icd_V66_v9,BELONGS_TO_CATEGORY
d_72889_9,icd_728_v9,BELONGS_TO_CATEGORY
d_5715_9,icd_571_v9,BELONGS_TO_CATEGORY
d_99657_9,icd_996_v9,BELONGS_TO_CATEGORY
d_7916_9,icd_791_v9,BELONGS_TO_CATEGORY
d_E7800_10,icd_E78_v10,BELONGS_TO_CATEGORY
d_E1165_10,icd_E11_v10,BELONGS_TO_CATEGORY
d_D869_10,icd_D86_v10,BELONGS_TO_CATEGORY
d_T85694A_10,icd_T85_v10,BELONGS_TO_CATEGORY
d_J15211_10,icd_J15_v10,BELONGS_TO_CATEGORY
d_Z006_10,icd_Z00_v10,BELONGS_TO_CATEGORY
d_J9601_10,icd_J96_v10,BELONGS_TO_CATEGORY
d_T383X6A_10,icd_T38_v10,BELONGS_TO_CATEGORY
d_E1010_10,icd_E10_v10,BELONGS_TO_CATEGORY
d_3575_9,icd_357_v9,BELONGS_TO_CATEGORY
d_5989_9,icd_598_v9,BELONGS_TO_CATEGORY
d_03849_9,icd_038_v9,BELONGS_TO_CATEGORY
d_51889_9,icd_518_v9,BELONGS_TO_CATEGORY
d_3489_9,icd_348_v9,BELONGS_TO_CATEGORY
d_7810_9,icd_781_v9,BELONGS_TO_CATEGORY
d_4168_9,icd_416_v9,BELONGS_TO_CATEGORY
d_75261_9,icd_752_v9,BELONGS_TO_CATEGORY
d_34982_9,icd_349_v9,BELONGS_TO_CATEGORY
d_20210_9,icd_202_v9,BELONGS_TO_CATEGORY
d_1540_9,icd_154_v9,BELONGS_TO_CATEGORY
d_73010_9,icd_730_v9,BELONGS_TO_CATEGORY
d_4820_9,icd_482_v9,BELONGS_TO_CATEGORY
d_5789_9,icd_578_v9,BELONGS_TO_CATEGORY
d_V1255_9,icd_V12_v9,BELONGS_TO_CATEGORY
d_V441_9,icd_V44_v9,BELONGS_TO_CATEGORY
d_4373_9,icd_437_v9,BELONGS_TO_CATEGORY
d_79311_9,icd_793_v9,BELONGS_TO_CATEGORY
d_78722_9,icd_787_v9,BELONGS_TO_CATEGORY
d_48242_9,icd_482_v9,BELONGS_TO_CATEGORY
d_V0481_9,icd_V04_v9,BELONGS_TO_CATEGORY
d_430_9,icd_430_v9,BELONGS_TO_CATEGORY
d_1970_9,icd_197_v9,BELONGS_TO_CATEGORY
d_1987_9,icd_198_v9,BELONGS_TO_CATEGORY
d_1968_9,icd_196_v9,BELONGS_TO_CATEGORY
d_70703_9,icd_707_v9,BELONGS_TO_CATEGORY
d_70722_9,icd_707_v9,BELONGS_TO_CATEGORY
d_1983_9,icd_198_v9,BELONGS_TO_CATEGORY
d_2853_9,icd_285_v9,BELONGS_TO_CATEGORY
d_3383_9,icd_338_v9,BELONGS_TO_CATEGORY
d_70723_9,icd_707_v9,BELONGS_TO_CATEGORY
d_46400_9,icd_464_v9,BELONGS_TO_CATEGORY
d_1980_9,icd_198_v9,BELONGS_TO_CATEGORY
d_1985_9,icd_198_v9,BELONGS_TO_CATEGORY
d_78652_9,icd_786_v9,BELONGS_TO_CATEGORY
d_1991_9,icd_199_v9,BELONGS_TO_CATEGORY
d_E9331_9,icd_E93_v9,BELONGS_TO_CATEGORY
d_27542_9,icd_275_v9,BELONGS_TO_CATEGORY
d_2752_9,icd_275_v9,BELONGS_TO_CATEGORY
d_4580_9,icd_458_v9,BELONGS_TO_CATEGORY
d_79022_9,icd_790_v9,BELONGS_TO_CATEGORY
d_2753_9,icd_275_v9,BELONGS_TO_CATEGORY
d_V1046_9,icd_V10_v9,BELONGS_TO_CATEGORY
d_V851_9,icd_V85_v9,BELONGS_TO_CATEGORY
d_42612_9,icd_426_v9,BELONGS_TO_CATEGORY
d_7210_9,icd_721_v9,BELONGS_TO_CATEGORY
d_71594_9,icd_715_v9,BELONGS_TO_CATEGORY
d_1625_9,icd_162_v9,BELONGS_TO_CATEGORY
d_3659_9,icd_365_v9,BELONGS_TO_CATEGORY
d_7213_9,icd_721_v9,BELONGS_TO_CATEGORY
d_78442_9,icd_784_v9,BELONGS_TO_CATEGORY
d_4370_9,icd_437_v9,BELONGS_TO_CATEGORY
d_7224_9,icd_722_v9,BELONGS_TO_CATEGORY
d_72252_9,icd_722_v9,BELONGS_TO_CATEGORY
d_2662_9,icd_266_v9,BELONGS_TO_CATEGORY
d_E8781_9,icd_E87_v9,BELONGS_TO_CATEGORY
d_5119_9,icd_511_v9,BELONGS_TO_CATEGORY
d_2809_9,icd_280_v9,BELONGS_TO_CATEGORY
d_V1011_9,icd_V10_v9,BELONGS_TO_CATEGORY
d_0417_9,icd_041_v9,BELONGS_TO_CATEGORY
d_59970_9,icd_599_v9,BELONGS_TO_CATEGORY
d_5920_9,icd_592_v9,BELONGS_TO_CATEGORY
d_5693_9,icd_569_v9,BELONGS_TO_CATEGORY
d_2763_9,icd_276_v9,BELONGS_TO_CATEGORY
d_E9444_9,icd_E94_v9,BELONGS_TO_CATEGORY
d_42823_9,icd_428_v9,BELONGS_TO_CATEGORY
d_4148_9,icd_414_v9,BELONGS_TO_CATEGORY
d_Z9911_10,icd_Z99_v10,BELONGS_TO_CATEGORY
d_E1122_10,icd_E11_v10,BELONGS_TO_CATEGORY
d_G935_10,icd_G93_v10,BELONGS_TO_CATEGORY
d_Z9282_10,icd_Z92_v10,BELONGS_TO_CATEGORY
d_I130_10,icd_I13_v10,BELONGS_TO_CATEGORY
d_W19XXXA_10,icd_W19_v10,BELONGS_TO_CATEGORY
d_R4020_10,icd_R40_v10,BELONGS_TO_CATEGORY
d_E870_10,icd_E87_v10,BELONGS_TO_CATEGORY
d_B965_10,icd_B96_v10,BELONGS_TO_CATEGORY
d_I714_10,icd_I71_v10,BELONGS_TO_CATEGORY
d_Z95810_10,icd_Z95_v10,BELONGS_TO_CATEGORY
d_S06357A_10,icd_S06_v10,BELONGS_TO_CATEGORY
d_G40901_10,icd_G40_v10,BELONGS_TO_CATEGORY
d_I82612_10,icd_I82_v10,BELONGS_TO_CATEGORY
d_N200_10,icd_N20_v10,BELONGS_TO_CATEGORY
d_Y92009_10,icd_Y92_v10,BELONGS_TO_CATEGORY
d_I5023_10,icd_I50_v10,BELONGS_TO_CATEGORY
d_S065X7A_10,icd_S06_v10,BELONGS_TO_CATEGORY
d_Z7682_10,icd_Z76_v10,BELONGS_TO_CATEGORY
d_N186_10,icd_N18_v10,BELONGS_TO_CATEGORY
d_D631_10,icd_D63_v10,BELONGS_TO_CATEGORY
d_Z992_10,icd_Z99_v10,BELONGS_TO_CATEGORY
d_M25512_10,icd_M25_v10,BELONGS_TO_CATEGORY
d_M5489_10,icd_M54_v10,BELONGS_TO_CATEGORY
d_Z79891_10,icd_Z79_v10,BELONGS_TO_CATEGORY
d_I350_10,icd_I35_v10,BELONGS_TO_CATEGORY
d_G8929_10,icd_G89_v10,BELONGS_TO_CATEGORY
d_I340_10,icd_I34_v10,BELONGS_TO_CATEGORY
d_I248_10,icd_I24_v10,BELONGS_TO_CATEGORY
d_R7881_10,icd_R78_v10,BELONGS_TO_CATEGORY
d_R740_10,icd_R74_v10,BELONGS_TO_CATEGORY
d_I447_10,icd_I44_v10,BELONGS_TO_CATEGORY
d_Z45018_10,icd_Z45_v10,BELONGS_TO_CATEGORY
d_S2243XA_10,icd_S22_v10,BELONGS_TO_CATEGORY
d_I5033_10,icd_I50_v10,BELONGS_TO_CATEGORY
d_I462_10,icd_I46_v10,BELONGS_TO_CATEGORY
d_J9690_10,icd_J96_v10,BELONGS_TO_CATEGORY
d_M7981_10,icd_M79_v10,BELONGS_TO_CATEGORY
d_I080_10,icd_I08_v10,BELONGS_TO_CATEGORY
d_Y9289_10,icd_Y92_v10,BELONGS_TO_CATEGORY
d_I132_10,icd_I13_v10,BELONGS_TO_CATEGORY
d_R339_10,icd_R33_v10,BELONGS_TO_CATEGORY
d_T17990A_10,icd_T17_v10,BELONGS_TO_CATEGORY
d_K565_10,icd_K56_v10,BELONGS_TO_CATEGORY
d_T814XXA_10,icd_T81_v10,BELONGS_TO_CATEGORY
d_M47817_10,icd_M47_v10,BELONGS_TO_CATEGORY
d_M96831_10,icd_M96_v10,BELONGS_TO_CATEGORY
d_L03311_10,icd_L03_v10,BELONGS_TO_CATEGORY
d_J952_10,icd_J95_v10,BELONGS_TO_CATEGORY
d_K7031_10,icd_K70_v10,BELONGS_TO_CATEGORY
d_Z6823_10,icd_Z68_v10,BELONGS_TO_CATEGORY
d_Z720_10,icd_Z72_v10,BELONGS_TO_CATEGORY
d_K7290_10,icd_K72_v10,BELONGS_TO_CATEGORY
d_A084_10,icd_A08_v10,BELONGS_TO_CATEGORY
d_I81_10,icd_I81_v10,BELONGS_TO_CATEGORY
d_30503_9,icd_305_v9,BELONGS_TO_CATEGORY
d_07054_9,icd_070_v9,BELONGS_TO_CATEGORY
d_5531_9,icd_553_v9,BELONGS_TO_CATEGORY
d_56789_9,icd_567_v9,BELONGS_TO_CATEGORY
d_K660_10,icd_K66_v10,BELONGS_TO_CATEGORY
d_D688_10,icd_D68_v10,BELONGS_TO_CATEGORY
d_K449_10,icd_K44_v10,BELONGS_TO_CATEGORY
d_Z5309_10,icd_Z53_v10,BELONGS_TO_CATEGORY
d_I8510_10,icd_I85_v10,BELONGS_TO_CATEGORY
d_D6959_10,icd_D69_v10,BELONGS_TO_CATEGORY
d_B182_10,icd_B18_v10,BELONGS_TO_CATEGORY
d_J811_10,icd_J81_v10,BELONGS_TO_CATEGORY
d_K265_10,icd_K26_v10,BELONGS_TO_CATEGORY
d_K209_10,icd_K20_v10,BELONGS_TO_CATEGORY
d_I471_10,icd_I47_v10,BELONGS_TO_CATEGORY
d_K255_10,icd_K25_v10,BELONGS_TO_CATEGORY
d_Z6824_10,icd_Z68_v10,BELONGS_TO_CATEGORY
d_F1011_10,icd_F10_v10,BELONGS_TO_CATEGORY
d_K3189_10,icd_K31_v10,BELONGS_TO_CATEGORY
d_Z6820_10,icd_Z68_v10,BELONGS_TO_CATEGORY
d_R1084_10,icd_R10_v10,BELONGS_TO_CATEGORY
d_M47818_10,icd_M47_v10,BELONGS_TO_CATEGORY
d_K56600_10,icd_K56_v10,BELONGS_TO_CATEGORY
d_B1920_10,icd_B19_v10,BELONGS_TO_CATEGORY
d_04185_9,icd_041_v9,BELONGS_TO_CATEGORY
d_V453_9,icd_V45_v9,BELONGS_TO_CATEGORY
d_V1551_9,icd_V15_v9,BELONGS_TO_CATEGORY
d_5680_9,icd_568_v9,BELONGS_TO_CATEGORY
d_56989_9,icd_569_v9,BELONGS_TO_CATEGORY
d_5720_9,icd_572_v9,BELONGS_TO_CATEGORY
d_99749_9,icd_997_v9,BELONGS_TO_CATEGORY
d_E8788_9,icd_E87_v9,BELONGS_TO_CATEGORY
d_04119_9,icd_041_v9,BELONGS_TO_CATEGORY
d_86389_9,icd_863_v9,BELONGS_TO_CATEGORY
d_E8654_9,icd_E86_v9,BELONGS_TO_CATEGORY
d_V140_9,icd_V14_v9,BELONGS_TO_CATEGORY
d_4264_9,icd_426_v9,BELONGS_TO_CATEGORY
d_86405_9,icd_864_v9,BELONGS_TO_CATEGORY
d_86401_9,icd_864_v9,BELONGS_TO_CATEGORY
d_86801_9,icd_868_v9,BELONGS_TO_CATEGORY
d_72888_9,icd_728_v9,BELONGS_TO_CATEGORY
d_80506_9,icd_805_v9,BELONGS_TO_CATEGORY
d_8052_9,icd_805_v9,BELONGS_TO_CATEGORY
d_45829_9,icd_458_v9,BELONGS_TO_CATEGORY
d_86100_9,icd_861_v9,BELONGS_TO_CATEGORY
d_83908_9,icd_839_v9,BELONGS_TO_CATEGORY
d_8602_9,icd_860_v9,BELONGS_TO_CATEGORY
d_6926_9,icd_692_v9,BELONGS_TO_CATEGORY
d_60886_9,icd_608_v9,BELONGS_TO_CATEGORY
d_48241_9,icd_482_v9,BELONGS_TO_CATEGORY
d_5718_9,icd_571_v9,BELONGS_TO_CATEGORY
d_9585_9,icd_958_v9,BELONGS_TO_CATEGORY
d_86121_9,icd_861_v9,BELONGS_TO_CATEGORY
d_86803_9,icd_868_v9,BELONGS_TO_CATEGORY
d_9584_9,icd_958_v9,BELONGS_TO_CATEGORY
d_51851_9,icd_518_v9,BELONGS_TO_CATEGORY
d_5770_9,icd_577_v9,BELONGS_TO_CATEGORY
d_7837_9,icd_783_v9,BELONGS_TO_CATEGORY
d_5762_9,icd_576_v9,BELONGS_TO_CATEGORY
d_D329_10,icd_D32_v10,BELONGS_TO_CATEGORY
d_R6520_10,icd_R65_v10,BELONGS_TO_CATEGORY
d_L97514_10,icd_L97_v10,BELONGS_TO_CATEGORY
d_B181_10,icd_B18_v10,BELONGS_TO_CATEGORY
d_E1140_10,icd_E11_v10,BELONGS_TO_CATEGORY
d_R488_10,icd_R48_v10,BELONGS_TO_CATEGORY
d_B954_10,icd_B95_v10,BELONGS_TO_CATEGORY
d_B966_10,icd_B96_v10,BELONGS_TO_CATEGORY
d_Y831_10,icd_Y83_v10,BELONGS_TO_CATEGORY
d_M86171_10,icd_M86_v10,BELONGS_TO_CATEGORY
d_D509_10,icd_D50_v10,BELONGS_TO_CATEGORY
d_Z89421_10,icd_Z89_v10,BELONGS_TO_CATEGORY
d_E1169_10,icd_E11_v10,BELONGS_TO_CATEGORY
d_M726_10,icd_M72_v10,BELONGS_TO_CATEGORY
d_E11621_10,icd_E11_v10,BELONGS_TO_CATEGORY
d_T8249XA_10,icd_T82_v10,BELONGS_TO_CATEGORY
d_E1152_10,icd_E11_v10,BELONGS_TO_CATEGORY
d_I120_10,icd_I12_v10,BELONGS_TO_CATEGORY
d_R2232_10,icd_R22_v10,BELONGS_TO_CATEGORY
d_E1142_10,icd_E11_v10,BELONGS_TO_CATEGORY
d_E1151_10,icd_E11_v10,BELONGS_TO_CATEGORY
d_R200_10,icd_R20_v10,BELONGS_TO_CATEGORY
d_3572_9,icd_357_v9,BELONGS_TO_CATEGORY
d_78701_9,icd_787_v9,BELONGS_TO_CATEGORY
d_25082_9,icd_250_v9,BELONGS_TO_CATEGORY
d_99591_9,icd_995_v9,BELONGS_TO_CATEGORY
d_70715_9,icd_707_v9,BELONGS_TO_CATEGORY
d_25062_9,icd_250_v9,BELONGS_TO_CATEGORY
d_V4972_9,icd_V49_v9,BELONGS_TO_CATEGORY
d_E1121_10,icd_E11_v10,BELONGS_TO_CATEGORY
d_L97519_10,icd_L97_v10,BELONGS_TO_CATEGORY
d_25080_9,icd_250_v9,BELONGS_TO_CATEGORY
d_73027_9,icd_730_v9,BELONGS_TO_CATEGORY
d_7318_9,icd_731_v9,BELONGS_TO_CATEGORY
d_25060_9,icd_250_v9,BELONGS_TO_CATEGORY
d_0380_9,icd_038_v9,BELONGS_TO_CATEGORY
d_V180_9,icd_V18_v9,BELONGS_TO_CATEGORY
d_04111_9,icd_041_v9,BELONGS_TO_CATEGORY
d_S72145A_10,icd_S72_v10,BELONGS_TO_CATEGORY
d_W010XXA_10,icd_W01_v10,BELONGS_TO_CATEGORY
d_Y92121_10,icd_Y92_v10,BELONGS_TO_CATEGORY
d_28529_9,icd_285_v9,BELONGS_TO_CATEGORY
d_6827_9,icd_682_v9,BELONGS_TO_CATEGORY
d_1123_9,icd_112_v9,BELONGS_TO_CATEGORY
d_6929_9,icd_692_v9,BELONGS_TO_CATEGORY
d_6826_9,icd_682_v9,BELONGS_TO_CATEGORY
d_T827XXA_10,icd_T82_v10,BELONGS_TO_CATEGORY
d_E875_10,icd_E87_v10,BELONGS_TO_CATEGORY
d_I330_10,icd_I33_v10,BELONGS_TO_CATEGORY
d_E8770_10,icd_E87_v10,BELONGS_TO_CATEGORY
d_L851_10,icd_L85_v10,BELONGS_TO_CATEGORY
d_A4102_10,icd_A41_v10,BELONGS_TO_CATEGORY
d_K5900_10,icd_K59_v10,BELONGS_TO_CATEGORY
d_B356_10,icd_B35_v10,BELONGS_TO_CATEGORY
d_R5084_10,icd_R50_v10,BELONGS_TO_CATEGORY
d_A408_10,icd_A40_v10,BELONGS_TO_CATEGORY
d_R197_10,icd_R19_v10,BELONGS_TO_CATEGORY
d_E8339_10,icd_E83_v10,BELONGS_TO_CATEGORY
d_T82868A_10,icd_T82_v10,BELONGS_TO_CATEGORY
d_Y713_10,icd_Y71_v10,BELONGS_TO_CATEGORY
d_Z95820_10,icd_Z95_v10,BELONGS_TO_CATEGORY
d_L03114_10,icd_L03_v10,BELONGS_TO_CATEGORY
d_Z89431_10,icd_Z89_v10,BELONGS_TO_CATEGORY
d_F1021_10,icd_F10_v10,BELONGS_TO_CATEGORY
d_L281_10,icd_L28_v10,BELONGS_TO_CATEGORY
d_L97511_10,icd_L97_v10,BELONGS_TO_CATEGORY
d_Z85828_10,icd_Z85_v10,BELONGS_TO_CATEGORY
d_32723_9,icd_327_v9,BELONGS_TO_CATEGORY
d_57450_9,icd_574_v9,BELONGS_TO_CATEGORY
d_7892_9,icd_789_v9,BELONGS_TO_CATEGORY
d_29570_9,icd_295_v9,BELONGS_TO_CATEGORY
d_29660_9,icd_296_v9,BELONGS_TO_CATEGORY
d_7840_9,icd_784_v9,BELONGS_TO_CATEGORY
d_27652_9,icd_276_v9,BELONGS_TO_CATEGORY
d_75310_9,icd_753_v9,BELONGS_TO_CATEGORY
d_4592_9,icd_459_v9,BELONGS_TO_CATEGORY
d_E912_9,icd_E91_v9,BELONGS_TO_CATEGORY
d_29520_9,icd_295_v9,BELONGS_TO_CATEGORY
d_5772_9,icd_577_v9,BELONGS_TO_CATEGORY
d_9331_9,icd_933_v9,BELONGS_TO_CATEGORY
d_78009_9,icd_780_v9,BELONGS_TO_CATEGORY
d_29574_9,icd_295_v9,BELONGS_TO_CATEGORY
d_79021_9,icd_790_v9,BELONGS_TO_CATEGORY
d_E8708_9,icd_E87_v9,BELONGS_TO_CATEGORY
d_2410_9,icd_241_v9,BELONGS_TO_CATEGORY
d_1551_9,icd_155_v9,BELONGS_TO_CATEGORY
d_44329_9,icd_443_v9,BELONGS_TO_CATEGORY
d_70400_9,icd_704_v9,BELONGS_TO_CATEGORY
d_V8541_9,icd_V85_v9,BELONGS_TO_CATEGORY
d_Z8673_10,icd_Z86_v10,BELONGS_TO_CATEGORY
d_C6292_10,icd_C62_v10,BELONGS_TO_CATEGORY
d_D6481_10,icd_D64_v10,BELONGS_TO_CATEGORY
d_M7989_10,icd_M79_v10,BELONGS_TO_CATEGORY
d_F329_10,icd_F32_v10,BELONGS_TO_CATEGORY
d_H409_10,icd_H40_v10,BELONGS_TO_CATEGORY
d_Z950_10,icd_Z95_v10,BELONGS_TO_CATEGORY
d_Z6834_10,icd_Z68_v10,BELONGS_TO_CATEGORY
d_C9110_10,icd_C91_v10,BELONGS_TO_CATEGORY
d_B348_10,icd_B34_v10,BELONGS_TO_CATEGORY
d_E1136_10,icd_E11_v10,BELONGS_TO_CATEGORY
d_Z9884_10,icd_Z98_v10,BELONGS_TO_CATEGORY
d_I110_10,icd_I11_v10,BELONGS_TO_CATEGORY
d_G4733_10,icd_G47_v10,BELONGS_TO_CATEGORY
d_Z6837_10,icd_Z68_v10,BELONGS_TO_CATEGORY
d_F259_10,icd_F25_v10,BELONGS_TO_CATEGORY
d_I319_10,icd_I31_v10,BELONGS_TO_CATEGORY
d_I5032_10,icd_I50_v10,BELONGS_TO_CATEGORY
d_Z6836_10,icd_Z68_v10,BELONGS_TO_CATEGORY
d_E861_10,icd_E86_v10,BELONGS_TO_CATEGORY
d_J208_10,icd_J20_v10,BELONGS_TO_CATEGORY
d_E222_10,icd_E22_v10,BELONGS_TO_CATEGORY
d_I69398_10,icd_I69_v10,BELONGS_TO_CATEGORY
d_B3749_10,icd_B37_v10,BELONGS_TO_CATEGORY
d_D630_10,icd_D63_v10,BELONGS_TO_CATEGORY
d_C6212_10,icd_C62_v10,BELONGS_TO_CATEGORY
d_F449_10,icd_F44_v10,BELONGS_TO_CATEGORY
d_T501X5A_10,icd_T50_v10,BELONGS_TO_CATEGORY
d_T451X5A_10,icd_T45_v10,BELONGS_TO_CATEGORY
d_E6601_10,icd_E66_v10,BELONGS_TO_CATEGORY
d_Z9049_10,icd_Z90_v10,BELONGS_TO_CATEGORY
d_R001_10,icd_R00_v10,BELONGS_TO_CATEGORY
d_M19019_10,icd_M19_v10,BELONGS_TO_CATEGORY
d_F323_10,icd_F32_v10,BELONGS_TO_CATEGORY
d_C9111_10,icd_C91_v10,BELONGS_TO_CATEGORY
d_T383X1A_10,icd_T38_v10,BELONGS_TO_CATEGORY
d_M109_10,icd_M10_v10,BELONGS_TO_CATEGORY
d_Y929_10,icd_Y92_v10,BELONGS_TO_CATEGORY
d_M533_10,icd_M53_v10,BELONGS_TO_CATEGORY
d_R51_10,icd_R51_v10,BELONGS_TO_CATEGORY
d_R0789_10,icd_R07_v10,BELONGS_TO_CATEGORY
d_R569_10,icd_R56_v10,BELONGS_TO_CATEGORY
d_Z8547_10,icd_Z85_v10,BELONGS_TO_CATEGORY
d_R61_10,icd_R61_v10,BELONGS_TO_CATEGORY
d_R638_10,icd_R63_v10,BELONGS_TO_CATEGORY
d_R1013_10,icd_R10_v10,BELONGS_TO_CATEGORY
d_Z8719_10,icd_Z87_v10,BELONGS_TO_CATEGORY
d_R748_10,icd_R74_v10,BELONGS_TO_CATEGORY
d_I309_10,icd_I30_v10,BELONGS_TO_CATEGORY
d_Z7984_10,icd_Z79_v10,BELONGS_TO_CATEGORY
d_F09_10,icd_F09_v10,BELONGS_TO_CATEGORY
d_F325_10,icd_F32_v10,BELONGS_TO_CATEGORY
d_I69344_10,icd_I69_v10,BELONGS_TO_CATEGORY
d_I495_10,icd_I49_v10,BELONGS_TO_CATEGORY
d_F447_10,icd_F44_v10,BELONGS_TO_CATEGORY
d_L299_10,icd_L29_v10,BELONGS_TO_CATEGORY
